time,chl,no3,po4,o2,nppv,month
2006-04-01,0.11990354,0.9890563,0.010524541,247.18126,6.99823,4
2006-05-01,0.071090214,0.8400215,0.008718826,242.98521,6.1152954,5
2006-06-01,0.05106001,0.77443683,0.0049698935,233.75229,6.4376144,6
2006-07-01,0.061439943,0.73034406,0.004620043,237.36993,5.6543202,7
2006-08-01,0.054402415,0.67813814,0.005737592,224.89789,7.8710804,8
2006-09-01,0.06423127,0.59687227,0.0055673784,226.10478,5.8605337,9
2006-10-01,0.083955996,0.6139915,0.0061722863,224.85521,5.3363996,10
2006-11-01,0.10022415,0.79351175,0.008309386,225.83647,4.1646795,11
2006-12-01,0.11616545,0.9614309,0.011638271,229.82455,4.113227,12
2007-01-01,0.13562982,1.1204336,0.01785314,237.22324,4.8457527,1
2007-02-01,0.1550474,1.2835459,0.024190357,244.50035,5.978382,2
2007-03-01,0.138449,1.2927753,0.023574874,247.34811,6.7611375,3
2007-04-01,0.14576325,1.1673084,0.015411449,248.95778,7.910062,4
2007-05-01,0.08608238,0.9230756,0.009493384,243.60426,7.868209,5
2007-06-01,0.057312805,0.8258922,0.0064638425,229.06088,7.9436026,6
2007-07-01,0.050617002,0.6929082,0.005454078,230.90382,6.325291,7
2007-08-01,0.05529714,0.5908177,0.0058103935,226.13722,7.357279,8
2007-09-01,0.06578114,0.5739313,0.0060748816,224.5469,6.8522167,9
2007-10-01,0.07730183,0.6710822,0.0063425465,224.54968,4.9864416,10
2007-11-01,0.09787467,0.80561465,0.008280428,223.72456,4.090137,11
2007-12-01,0.12006445,0.97657466,0.012841023,230.78384,4.1326265,12
2008-01-01,0.13455391,1.1573063,0.02035066,234.18039,4.8427744,1
2008-02-01,0.14763567,1.2092315,0.020402728,242.50809,5.805894,2
2008-03-01,0.13771924,1.2532142,0.021127548,242.92241,6.987762,3
2008-04-01,0.13598795,1.07567,0.012271872,243.44987,7.584628,4
2008-05-01,0.06405407,0.8709926,0.009248006,240.22643,6.1670785,5
2008-06-01,0.048970386,0.7189932,0.0067129564,233.3311,6.5377893,6
2008-07-01,0.05017013,0.5755098,0.007606949,232.0309,6.411737,7
2008-08-01,0.05873286,0.5185496,0.0059314165,228.98978,7.015924,8
2008-09-01,0.06262082,0.5518497,0.006123936,224.62076,6.4203405,9
2008-10-01,0.07991543,0.7029893,0.006746819,224.57571,4.786236,10
2008-11-01,0.09981374,0.8410795,0.008801367,225.54143,4.2896347,11
2008-12-01,0.10784777,0.9717992,0.013081608,230.10747,3.6210575,12
2009-01-01,0.12652972,1.0629928,0.01664789,236.37973,4.2538285,1
2009-02-01,0.13447185,1.1540365,0.020940037,237.8785,5.2287297,2
2009-03-01,0.13396163,1.1035303,0.01591374,241.89485,6.4593954,3
2009-04-01,0.11313004,0.96493155,0.0103998985,243.5356,6.957586,4
2009-05-01,0.06719662,0.78605354,0.0077089965,240.05624,6.6029506,5
2009-06-01,0.05272871,0.68382496,0.004255109,231.65286,6.9312277,6
2009-07-01,0.053538192,0.61975044,0.004863098,224.53043,7.352494,7
2009-08-01,0.05966938,0.60177857,0.0050670714,231.08043,5.864579,8
2009-09-01,0.06953975,0.619998,0.005713912,226.43758,6.1122875,9
2009-10-01,0.07390469,0.7055237,0.006290439,222.97084,4.9689775,10
2009-11-01,0.09807348,0.80939484,0.0078054583,223.69057,4.234381,11
2009-12-01,0.102466136,0.97007334,0.012687185,225.83783,3.6312647,12
2010-01-01,0.10788517,1.043237,0.015807068,230.58934,3.8683314,1
2010-02-01,0.13753577,1.1817901,0.020411877,235.62914,5.520813,2
2010-03-01,0.14048885,1.0611303,0.01139195,239.70818,6.6406355,3
2010-04-01,0.10022467,0.92857796,0.009298782,240.78983,6.6366944,4
2010-05-01,0.06624618,0.8057977,0.0069253384,236.69498,6.947233,5
2010-06-01,0.051165007,0.69766015,0.0043157246,225.88579,7.3878303,6
2010-07-01,0.052284513,0.5732178,0.004144206,226.41252,6.875117,7
2010-08-01,0.057517212,0.43940723,0.005669891,220.98743,8.333577,8
2010-09-01,0.066466756,0.37350863,0.00593075,222.36946,7.055727,9
2010-10-01,0.07940473,0.46536264,0.006366072,221.67802,5.0507,10
2010-11-01,0.090715215,0.5929558,0.0073132473,223.66557,4.0538177,11
2010-12-01,0.0980338,0.75122005,0.009715924,227.10251,3.5236452,12
2011-01-01,0.13367379,0.9191678,0.014841046,231.5373,4.662333,1
2011-02-01,0.14288293,0.9729151,0.0140044745,237.01555,5.7929006,2
2011-03-01,0.1286397,0.9986981,0.013457651,241.38254,5.714975,3
2011-04-01,0.113792345,0.8992369,0.009735083,243.26178,6.197849,4
2011-05-01,0.07971508,0.79986244,0.008622301,239.5146,6.6151924,5
2011-06-01,0.052914396,0.6535086,0.00579095,231.17139,7.4034896,6
2011-07-01,0.050758123,0.5402141,0.0043604244,223.67284,7.6614027,7
2011-08-01,0.058382686,0.4619492,0.0043482925,225.4206,6.382255,8
2011-09-01,0.06328744,0.44153294,0.005508357,221.77338,6.3756742,9
2011-10-01,0.07678611,0.5273649,0.0064530186,221.1661,4.7154036,10
2011-11-01,0.107026584,0.63832104,0.0066976123,227.97527,4.2197924,11
2011-12-01,0.1118269,1.0132059,0.017680883,231.73161,4.067812,12
2012-01-01,0.13220528,1.1070863,0.02032711,238.30624,4.495231,1
2012-02-01,0.13180538,1.2303075,0.027020384,241.72118,5.198343,2
2012-03-01,0.1335602,1.030454,0.0137319695,246.14212,6.4495893,3
2012-04-01,0.09919122,0.94629806,0.009870743,243.81688,6.5136247,4
2012-05-01,0.06603169,0.80002725,0.008234493,238.26375,7.2417912,5
2012-06-01,0.050929904,0.6948822,0.0047242264,230.26894,7.1279635,6
2012-07-01,0.054168865,0.58423936,0.004923287,228.72559,6.7505827,7
2012-08-01,0.055960674,0.51943105,0.0053845956,227.46445,6.38769,8
2012-09-01,0.064963005,0.53832275,0.0059589655,225.67049,6.3076468,9
2012-10-01,0.07093908,0.5341133,0.006056391,222.6051,5.6450467,10
2012-11-01,0.08617378,0.7023973,0.0076669673,222.76157,3.8514967,11
2012-12-01,0.11200792,0.94257516,0.014473379,228.65326,3.9955986,12
2013-01-01,0.10902057,1.1711084,0.025916846,232.78215,4.0590134,1
2013-02-01,0.12827806,1.3277767,0.0314308,238.40709,5.3921504,2
2013-03-01,0.13437162,1.2298831,0.022357436,240.90898,6.5888047,3
2013-04-01,0.10973613,1.0751293,0.014336414,241.83078,6.595027,4
2013-05-01,0.06549531,0.84828776,0.009384252,237.55415,6.7768397,5
2013-06-01,0.05508108,0.7096576,0.0051790024,228.39314,7.2008843,6
2013-07-01,0.055766143,0.57119685,0.00399132,232.0413,5.6981664,7
2013-08-01,0.059194736,0.48479262,0.004512855,226.17693,7.067642,8
2013-09-01,0.061649837,0.43519205,0.0057886564,223.27565,6.615191,9
2013-10-01,0.0747089,0.5130339,0.005996528,223.99333,4.7539988,10
2013-11-01,0.08731507,0.69004464,0.0069339126,226.74437,3.7866433,11
2013-12-01,0.1238956,0.8006439,0.008303167,232.50624,3.881226,12
2014-01-01,0.12415128,1.0335374,0.01651374,234.45558,4.1325145,1
2014-02-01,0.12952505,1.0879481,0.017776221,237.6378,5.4091797,2
2014-03-01,0.11577686,1.020867,0.012340714,241.89143,5.6155405,3
2014-04-01,0.079265445,0.89417297,0.008607028,241.91423,5.1179905,4
2014-05-01,0.059421316,0.8230578,0.00880289,237.6914,5.6357856,5
2014-06-01,0.055042326,0.66281444,0.0048776916,229.1778,7.688145,6
2014-07-01,0.053050194,0.48358998,0.004653226,226.12682,7.2889895,7
2014-08-01,0.055855054,0.35522044,0.005814738,220.8498,8.20235,8
2014-09-01,0.065233774,0.33783588,0.0063062534,221.09267,7.5443783,9
2014-10-01,0.08274596,0.5142704,0.0061836476,226.83502,4.948084,10
2014-11-01,0.0873282,0.7332042,0.007387026,225.69434,3.6615684,11
2014-12-01,0.10035675,0.84542775,0.009808506,228.16628,3.5359175,12
2015-01-01,0.11212364,0.96207136,0.013123537,236.04991,3.7324643,1
2015-02-01,0.13026369,1.1411092,0.019880492,240.7281,4.838038,2
2015-03-01,0.11959519,1.1087528,0.015617745,241.6804,5.618106,3
2015-04-01,0.12704472,0.99758697,0.010332305,243.44601,7.1660304,4
2015-05-01,0.06637516,0.824468,0.007825762,238.96202,6.749081,5
2015-06-01,0.055918597,0.6712019,0.0043638796,230.63576,7.0186763,6
2015-07-01,0.05937775,0.5756815,0.0041374615,231.87714,6.904521,7
2015-08-01,0.05800694,0.4933293,0.005014332,222.03763,8.177007,8
2015-09-01,0.0656353,0.412902,0.0059950445,221.32512,7.7145104,9
2015-10-01,0.07870569,0.4557241,0.00644835,222.00847,5.555546,10
2015-11-01,0.108599134,0.63372034,0.0074279425,226.72142,4.765471,11
2015-12-01,0.113288775,0.76370484,0.008598145,229.93626,4.0263166,12
2016-01-01,0.12231,0.95937514,0.014994898,235.61406,4.207715,1
2016-02-01,0.124560386,1.0261343,0.01573907,241.4015,5.2603793,2
2016-03-01,0.11006557,0.9336394,0.010211639,242.74466,5.307273,3
2016-04-01,0.07551598,0.81479806,0.008741853,242.00697,5.757442,4
2016-05-01,0.06111058,0.70879525,0.006311498,236.5265,5.8767276,5
2016-06-01,0.05771931,0.61918247,0.003925842,226.90508,7.731914,6
2016-07-01,0.056654282,0.46888766,0.0047929385,227.02858,6.601697,7
2016-08-01,0.063717276,0.4608602,0.005103068,227.25945,7.1667657,8
2016-09-01,0.06938883,0.42888,0.0057587083,223.5478,6.9546533,9
2016-10-01,0.08145813,0.4904509,0.0064305244,224.45319,5.2899513,10
2016-11-01,0.10549229,0.68431944,0.007876698,229.8519,4.158204,11
2016-12-01,0.12374879,0.7590707,0.008386322,236.89561,3.7215645,12
2017-01-01,0.1447418,1.0340723,0.01882524,243.71994,4.453561,1
2017-02-01,0.13750526,1.1767675,0.02475294,244.71887,5.430209,2
2017-03-01,0.14009054,1.0621417,0.01653525,245.28922,6.80462,3
2017-04-01,0.09286707,0.85439694,0.008034595,244.92616,5.881914,4
2017-05-01,0.068687566,0.81012666,0.008674897,238.90027,6.7000327,5
2017-06-01,0.054552093,0.64276856,0.0057272166,230.79636,7.275403,6
2017-07-01,0.060978424,0.5174767,0.005376692,231.49814,7.0711293,7
2017-08-01,0.07000325,0.4660774,0.004770507,232.49074,6.8511047,8
2017-09-01,0.06640173,0.50125754,0.005736515,227.58852,7.3291373,9
2017-10-01,0.08449931,0.6216413,0.006339704,228.13722,4.7947845,10
2017-11-01,0.1013285,0.781266,0.008420235,229.98097,4.0609355,11
2017-12-01,0.106410116,0.8977651,0.011718533,231.84575,3.7594419,12
2018-01-01,0.14176321,0.98210114,0.013217165,235.9048,4.580263,1
2018-02-01,0.14201911,1.1636344,0.020293927,239.31052,5.6910048,2
2018-03-01,0.1336931,1.2557353,0.02009334,238.97836,6.876712,3
2018-04-01,0.09126835,1.0532831,0.011397065,240.0124,6.443987,4
2018-05-01,0.061866887,0.8285278,0.00814299,236.29773,7.1765394,5
2018-06-01,0.054523405,0.6513084,0.0047905347,228.78816,7.45116,6
2018-07-01,0.050767098,0.52550596,0.0057930164,220.06725,8.146107,7
2018-08-01,0.06554205,0.42073345,0.0052855248,225.36194,8.133388,8
2018-09-01,0.07781987,0.41885698,0.005983293,224.18578,7.61922,9
2018-10-01,0.090453826,0.5903994,0.006298225,224.02559,5.2194514,10
2018-11-01,0.09475992,0.7056734,0.006689458,225.35329,4.015814,11
2018-12-01,0.10363158,0.94438666,0.013146703,230.93623,3.2789423,12
2019-01-01,0.12947467,1.1821368,0.024269138,234.66028,4.3009663,1
2019-02-01,0.15957859,1.171625,0.02087079,238.79582,6.3715386,2
2019-03-01,0.13715659,1.2032565,0.017288823,239.43748,6.8934684,3
2019-04-01,0.14103098,1.0826398,0.012277286,241.39911,8.266942,4
2019-05-01,0.08236003,0.8905295,0.008945661,237.51917,7.6712627,5
2019-06-01,0.056700785,0.6962618,0.0060713706,229.07228,7.807747,6
2019-07-01,0.057695944,0.6242608,0.0056752968,228.58095,7.0675797,7
2019-08-01,0.0638081,0.5635768,0.005415431,227.56108,6.986241,8
2019-09-01,0.07317529,0.64764047,0.006675414,227.60864,6.179505,9
2019-10-01,0.08443961,0.6389223,0.0064055254,223.11995,5.9489202,10
2019-11-01,0.09787256,0.6889133,0.0075871097,222.76808,4.725804,11
2019-12-01,0.11247399,0.7783226,0.008440137,224.49974,4.061597,12
2020-01-01,0.14637987,0.95415837,0.015265894,237.10616,5.019672,1
2020-02-01,0.14962296,1.1023213,0.01742203,239.87305,6.416122,2
2020-03-01,0.13204928,1.0883639,0.016285744,241.40839,6.54286,3
2020-04-01,0.12278249,0.9324705,0.010693628,242.40988,7.3460693,4
2020-05-01,0.07047734,0.876721,0.009899858,237.17908,6.959694,5
2020-06-01,0.05512598,0.7587228,0.0054012733,228.16322,7.628491,6
2020-07-01,0.06618319,0.57447004,0.005366109,227.52461,7.742527,7
2020-08-01,0.06271168,0.4495395,0.005297252,226.45981,7.484936,8
2020-09-01,0.06834479,0.40601736,0.005866581,221.002,7.5366735,9
2020-10-01,0.07903974,0.47609702,0.0065660314,219.25171,6.4588494,10
2020-11-01,0.1232752,0.6459114,0.00834199,224.76639,5.2937183,11
2020-12-01,0.10953998,0.88198674,0.012027793,225.63754,4.2617755,12
2021-01-01,0.12444624,0.9777355,0.015644953,227.72812,4.731763,1
2021-02-01,0.14789654,1.0185807,0.015551399,234.3161,6.06341,2
2021-03-01,0.13406432,0.9332791,0.010532118,240.06136,6.2910824,3
2021-04-01,0.12675254,0.9667155,0.011380192,241.67482,7.04596,4
2021-05-01,0.07439964,0.78165716,0.008086922,238.20267,7.575567,5
2021-06-01,0.056207903,0.6245224,0.004817333,229.11998,8.172853,6
2021-07-01,0.06277044,0.52310795,0.0049783676,226.9126,8.322492,7
2021-08-01,0.06430611,0.40687433,0.005236363,223.49791,8.404248,8
2021-09-01,0.08072006,0.35605004,0.0053276042,223.86304,7.5758,9
2021-10-01,0.10375455,0.551173,0.006613998,226.60191,5.601687,10
2021-11-01,0.12082342,0.6558286,0.0068526273,227.66426,4.7691507,11
2021-12-01,0.10372427,0.9159484,0.012905116,230.69601,3.581882,12
2022-01-01,0.12574308,0.99449235,0.015287356,235.44621,4.3388014,1
2022-02-01,0.14228918,1.023919,0.014070659,241.21411,5.490662,2
2022-03-01,0.1405089,1.0569115,0.014233027,245.54327,6.0426745,3
2022-04-01,0.12215001,0.99594617,0.012061004,244.93706,7.6995616,4
2022-05-01,0.06746445,0.7402018,0.0068894047,240.52097,6.8825245,5
2022-06-01,0.05885609,0.6113199,0.0049769287,232.19135,7.5038943,6
2022-07-01,0.07063145,0.5616976,0.0037320917,235.55069,6.554162,7
2022-08-01,0.07119842,0.43324915,0.005487103,225.6867,9.356343,8
2022-09-01,0.08646899,0.3461085,0.005726349,221.31367,9.041198,9
2022-10-01,0.10787853,0.547599,0.007440747,226.14018,6.0293756,10
2022-11-01,0.14748862,0.6723448,0.007081266,230.69284,6.028203,11
2022-12-01,0.1223358,0.8077568,0.009804388,229.27898,4.5787525,12
