time,po4,phyc,chl,o2,nppv,T,mld,month
2011-10-01,0.0061590965,0.24803542,0.08097564,221.90054,4.7775574,20.869444,47.32659,10
2011-11-01,0.0055522784,0.2854543,0.10830344,228.53508,4.075137,17.852875,57.21645,11
2011-12-01,0.01373273,0.35177308,0.11977423,232.72673,4.2606134,16.763136,50.437477,12
2012-01-01,0.01722171,0.46308312,0.14367111,239.31055,4.824117,15.13792,52.65854,1
2012-02-01,0.021412741,0.550099,0.14656585,243.60086,5.7418203,14.568748,48.949947,2
2012-03-01,0.012360207,0.5680617,0.13509102,246.96475,6.492887,14.52244,39.32085,3
2012-04-01,0.008934285,0.4613527,0.09920777,244.42754,6.821243,16.458158,26.518549,4
2012-05-01,0.0077874325,0.3782822,0.06483305,238.97464,7.285909,19.517826,13.434423,5
2012-06-01,0.0044349995,0.30719686,0.051788967,232.46663,7.1690927,21.876925,11.867787,6
2012-07-01,0.004521573,0.2954038,0.05476223,231.78673,6.578035,21.598457,11.837323,7
2012-08-01,0.0049868654,0.2942356,0.05633208,230.67155,6.157789,21.41231,11.9943075,8
2012-09-01,0.0059994916,0.30617473,0.06254206,226.55904,6.146215,21.367794,12.645464,9
2012-10-01,0.0058894125,0.28611726,0.07238447,222.66708,5.759507,21.752876,25.55008,10
2012-11-01,0.0074912324,0.23559867,0.08932295,223.14828,3.9308698,20.08539,53.55245,11
2012-12-01,0.010702183,0.3271846,0.120192125,229.1035,4.116616,17.61859,53.414288,12
2013-01-01,0.019952992,0.3979882,0.12378526,234.26065,4.550226,16.300861,53.362606,1
2013-02-01,0.024395475,0.55027515,0.14982294,239.61293,6.2791414,15.786996,51.709106,2
2013-03-01,0.016481915,0.5578611,0.14276877,241.91525,7.0360694,15.898603,46.876717,3
2013-04-01,0.013574565,0.4670211,0.11358159,242.36649,6.9860744,16.69037,33.325165,4
2013-05-01,0.0091885,0.37266296,0.06754885,238.41039,7.100772,19.52026,14.983465,5
2013-06-01,0.0050065573,0.30722788,0.056127112,230.0964,7.3088365,22.072088,12.002329,6
2013-07-01,0.0036513975,0.26205295,0.056078415,235.20763,5.370639,20.386782,11.893181,7
2013-08-01,0.0042577307,0.3148573,0.060003586,229.19052,6.965795,21.845158,11.891788,8
2013-09-01,0.0057273787,0.28900883,0.05840296,224.18321,6.3290377,22.2893,14.255857,9
2013-10-01,0.005905684,0.24695605,0.070719585,224.34296,4.5216665,20.517368,39.877068,10
2013-11-01,0.006505676,0.25200856,0.09200895,226.76459,3.8857665,19.137953,54.81937,11
2013-12-01,0.007919121,0.31956327,0.12339343,233.11488,3.7541392,16.647425,56.55146,12
2014-01-01,0.011414906,0.40916193,0.13398309,235.82532,4.367211,15.935529,54.84454,1
2014-02-01,0.012830141,0.49349046,0.13844569,238.94484,5.7268186,15.687999,52.55549,2
2014-03-01,0.010022271,0.43937153,0.1111103,242.68414,5.416973,15.531822,38.537674,3
2014-04-01,0.0080633275,0.34872973,0.07648118,242.3129,5.0895457,16.680918,28.980457,4
2014-05-01,0.008496335,0.3262332,0.06358769,238.02094,6.035938,18.892653,17.290852,5
2014-06-01,0.004746736,0.32227612,0.054972425,230.4653,7.5981426,22.029808,12.110544,6
2014-07-01,0.0043081334,0.29465753,0.052408367,228.1903,7.125371,22.647795,11.827878,7
2014-08-01,0.0056821504,0.3122564,0.055088848,223.25746,8.07005,23.919796,11.833012,8
2014-09-01,0.006302247,0.3220405,0.06664601,223.11444,7.699634,23.220816,13.856477,9
2014-10-01,0.0060402383,0.2818898,0.0833079,227.75711,4.963578,20.113987,33.28903,10
2014-11-01,0.007003012,0.24215022,0.09199747,226.14883,3.7611287,18.946009,53.914696,11
2014-12-01,0.008013822,0.27978894,0.10725531,228.78418,3.6597834,17.859533,53.519524,12
2015-01-01,0.011308063,0.34050512,0.116287686,237.39131,3.7867541,15.88576,51.98302,1
2015-02-01,0.016564446,0.46234578,0.14176457,241.80403,5.302906,15.324414,49.586964,2
2015-03-01,0.011781458,0.4639821,0.122752264,242.74234,5.7663374,15.392559,44.810123,3
2015-04-01,0.008926618,0.49453712,0.12545289,243.91093,7.227295,16.164495,36.619293,4
2015-05-01,0.0076871,0.36139423,0.068044655,239.85414,6.906736,19.082132,13.061183,5
2015-06-01,0.0043665967,0.32063216,0.05546407,232.47942,6.92932,20.975471,11.819686,6
2015-07-01,0.0039205225,0.3147881,0.06031325,234.18535,6.8296447,21.15072,11.819358,7
2015-08-01,0.0046807886,0.31938428,0.05908811,225.8814,8.282334,23.64918,11.87324,8
2015-09-01,0.0058383844,0.3162886,0.06439563,222.7161,7.521448,23.29704,12.675457,9
2015-10-01,0.006440358,0.28511158,0.08177735,222.32124,5.7000785,21.552235,20.296333,10
2015-11-01,0.007257911,0.30674484,0.11536662,228.32343,4.7930684,18.782173,53.698044,11
2015-12-01,0.0066964645,0.30802304,0.11787368,230.98488,3.98412,17.004364,55.458378,12
2016-01-01,0.01358495,0.37640733,0.12791047,236.46205,4.3102694,15.949435,48.24172,1
2016-02-01,0.0136608,0.43971428,0.123325475,242.29176,5.232337,15.533544,44.26786,2
2016-03-01,0.008494053,0.3845269,0.10404372,243.60858,5.06126,15.656579,47.68392,3
2016-04-01,0.008352707,0.35912466,0.07370932,242.40665,5.7501025,17.384577,18.467129,4
2016-05-01,0.0060737547,0.3102889,0.058928963,236.87593,5.8324385,19.068857,19.375637,5
2016-06-01,0.0037311288,0.32057264,0.059224147,228.4974,7.8014693,22.36349,12.734949,6
2016-07-01,0.004508992,0.28721464,0.057300456,229.04483,6.4757547,21.80508,11.824989,7
2016-08-01,0.004773267,0.30874813,0.062155712,230.12222,6.736033,21.834578,11.895402,8
2016-09-01,0.005642779,0.31477547,0.06925146,225.11443,6.870065,22.184774,14.390239,9
2016-10-01,0.0064337375,0.28153586,0.080262385,224.95444,5.1843195,20.614029,32.58329,10
2016-11-01,0.00789464,0.28556198,0.10567572,230.01263,4.1112394,18.226557,50.806355,11
2016-12-01,0.009245296,0.32812202,0.121491626,236.75845,3.6553864,15.969924,57.323162,12
2017-01-01,0.014771446,0.4980958,0.1510897,245.0146,4.5877395,14.269459,51.8333,1
2017-02-01,0.020798048,0.577495,0.14962995,246.5194,5.9449816,14.456441,43.168816,2
2017-03-01,0.010732246,0.6161531,0.1484398,246.65047,7.2215667,15.027745,40.32469,3
2017-04-01,0.007080919,0.41088387,0.09265272,245.70831,5.9040422,16.223806,31.311626,4
2017-05-01,0.008257609,0.3772987,0.07067378,239.9071,6.9680414,18.792543,13.440648,5
2017-06-01,0.0052702804,0.33130378,0.05513634,232.92377,7.3476105,21.585054,11.802364,6
2017-07-01,0.004800107,0.33059087,0.06217529,233.93867,6.9445333,20.973743,11.816759,7
2017-08-01,0.0044391034,0.33371156,0.0699232,235.16356,6.50298,20.47345,11.813641,8
2017-09-01,0.0058003026,0.35322487,0.06762655,229.06377,7.49222,21.891409,12.093677,9
2017-10-01,0.006261905,0.2748603,0.081230745,228.76839,4.576489,19.473186,33.637524,10
2017-11-01,0.007602222,0.28633907,0.103818975,229.95773,4.0252557,18.072529,55.714394,11
2017-12-01,0.01138663,0.2985618,0.106180444,232.57957,3.72986,17.20382,53.933403,12
2018-01-01,0.011414083,0.4127782,0.14387108,237.14806,4.5093617,15.756222,52.022366,1
2018-02-01,0.013658753,0.53617907,0.15390399,241.07741,6.062354,15.585229,48.233864,2
2018-03-01,0.013420466,0.5490792,0.14243154,240.45747,7.3883357,16.335093,45.04803,3
2018-04-01,0.010422172,0.40176314,0.09354796,240.42702,6.5461,17.556309,24.669415,4
2018-05-01,0.008124157,0.34381565,0.060014766,237.3153,6.9390845,20.20087,11.849768,5
2018-06-01,0.005065664,0.30544177,0.052644968,230.5145,7.2470965,22.416191,11.939095,6
2018-07-01,0.0051442483,0.2923699,0.050321963,224.10574,7.834449,24.08537,11.824232,7
2018-08-01,0.0049530338,0.33710647,0.06431919,229.92636,7.830457,22.623388,11.870293,8
2018-09-01,0.0060118465,0.3269592,0.07638904,227.43715,7.2208676,22.10259,12.312968,9
2018-10-01,0.0060326816,0.27549678,0.09374202,224.53787,5.142477,20.378927,50.432316,10
2018-11-01,0.0061533516,0.26112553,0.100722045,225.56369,4.1207066,19.03049,55.1234,11
2018-12-01,0.010223265,0.28741768,0.1099607,231.69948,3.3386447,16.742308,55.10157,12
2019-01-01,0.019047625,0.45851368,0.14895958,236.59145,4.819455,15.715562,48.464703,1
2019-02-01,0.017446684,0.57094437,0.16726243,240.19504,6.6001425,15.499338,52.636677,2
2019-03-01,0.012669867,0.5363171,0.14127213,240.87758,7.087606,15.973216,43.47626,3
2019-04-01,0.012014957,0.5690773,0.14519581,241.86931,8.535254,16.483389,31.536549,4
2019-05-01,0.008424213,0.40818244,0.0829567,238.07193,7.949179,19.343533,16.743914,5
2019-06-01,0.0052773426,0.343185,0.057990797,231.6296,7.9417624,21.918802,11.896982,6
2019-07-01,0.0053315675,0.30940422,0.057121273,230.93748,6.7453547,21.428976,11.820729,7
2019-08-01,0.004950362,0.31546998,0.06389498,230.01352,6.697979,21.446323,11.954433,8
2019-09-01,0.0067952815,0.30429503,0.07024289,229.1258,5.8645473,20.751617,12.594438,9
2019-10-01,0.006268395,0.29857147,0.084891714,224.19873,5.890479,21.261345,26.725271,10
2019-11-01,0.007279125,0.28682405,0.106917426,223.19319,4.9891353,20.31773,51.96394,11
2019-12-01,0.0073658577,0.2933289,0.1212195,224.67824,4.2602735,18.744904,57.51754,12
2020-01-01,0.017354224,0.45041806,0.14900891,237.65215,5.1061096,15.896994,51.113613,1
2020-02-01,0.0164654,0.5446159,0.15007395,240.39696,6.4030232,15.660363,45.08013,2
2020-03-01,0.014998815,0.5358431,0.13992764,242.1728,6.942109,15.765545,46.54189,3
2020-04-01,0.0094306655,0.49293548,0.12572135,243.23904,7.4495654,16.289314,37.522915,4
2020-05-01,0.009084412,0.39263284,0.072712705,238.04854,7.379111,19.052713,13.975166,5
2020-06-01,0.0051617445,0.32982942,0.056928564,229.35616,7.9786873,22.332296,13.054744,6
2020-07-01,0.0048655323,0.3455027,0.06881802,230.08134,7.697802,21.56541,11.823169,7
2020-08-01,0.004881866,0.32970527,0.06283978,229.88786,7.2426457,21.914883,11.8218975,8
2020-09-01,0.005903144,0.32061514,0.06770429,222.10098,7.497135,22.932692,15.209339,9
2020-10-01,0.0064117103,0.29856727,0.08695445,219.67526,6.8061666,22.85707,33.096092,10
2020-11-01,0.00866563,0.30833343,0.12094147,225.66933,5.05793,19.536339,50.897266,11
2020-12-01,0.010105987,0.3184589,0.12327678,226.82228,4.617287,18.432177,50.21776,12
2021-01-01,0.012602087,0.378372,0.14173928,228.67851,5.256408,17.975365,54.098427,1
2021-02-01,0.013981185,0.44768417,0.14986631,234.46165,6.102613,16.79687,53.359196,2
2021-03-01,0.009077784,0.4676058,0.13423818,240.75377,6.2434115,15.786525,47.211124,3
2021-04-01,0.010237565,0.4891839,0.12689532,242.12369,7.1318436,16.263512,30.081602,4
2021-05-01,0.007854702,0.41734368,0.077649415,238.66978,7.9848404,19.160072,12.63995,5
2021-06-01,0.0047437474,0.35526395,0.05526414,230.57468,8.10456,21.664694,11.814974,6
2021-07-01,0.004454506,0.3567749,0.066272154,229.74449,8.538202,22.328802,11.8167925,7
2021-08-01,0.005129328,0.32228065,0.06086085,225.4119,7.894912,23.07283,12.138116,8
2021-09-01,0.0052556535,0.33966088,0.07901929,225.38087,7.3731527,21.89735,14.958257,9
2021-10-01,0.006535051,0.30055645,0.10002647,227.51195,5.2901044,19.700226,44.21206,10
2021-11-01,0.0064295405,0.3041602,0.11868393,227.77441,4.5526023,18.669477,50.523384,11
2021-12-01,0.010823406,0.30756104,0.11504343,231.73889,3.8316035,17.272017,52.190456,12
2022-01-01,0.012945294,0.3973596,0.13406725,236.14055,4.5091176,16.02058,52.075623,1
2022-02-01,0.012302333,0.48785585,0.1428657,242.04405,5.42196,15.105511,49.15439,2
2022-03-01,0.0153323915,0.52042615,0.13643847,245.42879,5.8490014,14.53786,41.403267,3
2022-04-01,0.009499726,0.5774425,0.13079086,245.78154,8.328001,16.36275,28.465475,4
2022-05-01,0.0068514626,0.37426937,0.0713549,241.50179,7.0361648,18.811666,12.848426,5
2022-06-01,0.004811816,0.35678315,0.059908926,234.43326,7.4951215,20.71497,11.813412,6
2022-07-01,0.0032560334,0.34415102,0.0752218,238.00522,6.564187,19.45093,12.120379,7
2022-08-01,0.0052713836,0.39007172,0.07028098,227.58282,9.08879,22.630033,11.824525,8
2022-09-01,0.005598323,0.38304287,0.0847968,223.13275,8.806524,22.575375,14.348484,9
2022-10-01,0.007811401,0.3382166,0.10695605,226.86734,5.872461,19.775599,27.612247,10
2022-11-01,0.006747168,0.4076496,0.14827292,231.35623,5.8959937,18.066856,50.7865,11
2022-12-01,0.008473504,0.33832455,0.12872912,230.07721,4.7196794,17.833641,51.878048,12
